b000, b001, b002, b003, b004, b005, b006, b007, b008, b009, b010, b011, b012, b013, b014, b015, 
-28.543710033506972, 0.9588758050350715, 4.112965473745013, -1.3664974779572694, 1.2910429869520037, 1.3221244710393987, 0.4945708376766779, -5.993646022922638, 2.2332286129035017, 23.211018774761722, -1.1939623255198886, 1.7582721562625578, 0.3997718802793729, -1.0402688178502004, 1.8308216102633488, -1.3384252578893037, 
-28.375624987045825, 1.1368326901195855, 3.665216689636364, -1.678881359043843, 1.5539548343194083, 1.3513019697568867, 0.7384838854399727, -5.873400872839975, 1.3199261711835795, 24.284193195174517, -0.902952905997958, 1.9945927537710657, 0.05667504181330659, -1.1342085750294588, 2.01357812834287, -0.8466447419406945, 
-28.21494631637083, 1.224835743265936, 3.4790382751746596, -1.755573335721379, 1.9336052227811371, 1.4111821211261, 0.7533088253522923, -5.900403003575911, 0.4114090060263412, 25.17600457771111, -0.8415738618830977, 2.1596668715117584, -0.12981979213492648, -1.0943703640294786, 2.12072545307753, -0.5445868859312678, 
-27.89545904804744, 1.3125027331609678, 3.096463497258273, -2.0415301848411893, 2.168423400908816, 1.4475775191236, 0.9896215750469074, -5.758809029065095, -0.6044098589801182, 26.09030206536038, -0.7889683783649607, 2.361880146347069, -0.39988574295483126, -1.0819367482188245, 2.3592801083292017, -0.14490283495853667, 
-27.659490969932108, 1.2546792417797963, 3.0397190415256965, -2.046910243801155, 2.4765280780523113, 1.4845722942410253, 0.9697408928397092, -5.810064764125858, -1.5011173428792908, 26.71540440831252, -0.9453482545569176, 2.412892674008445, -0.4829760117307567, -0.9311822655030353, 2.4186795239645744, 0.04332385921058246, 
-27.14281589157238, 1.2542335209708455, 2.781550275463062, -2.311704859609317, 2.561913854074993, 1.4293747209133445, 1.2048935127843103, -5.638206511381337, -2.5163394164879307, 27.288291697904995, -1.1235976648446009, 2.5499854111671936, -0.6691570763976578, -0.7430122480861613, 2.6627683299558234, 0.25981470531009265, 
-26.699743820478783, 1.1391395219238158, 2.7424756551019542, -2.3861158953739277, 2.636129104927806, 1.307361567659465, 1.3026235119288754, -5.570468967382628, -3.3448699992184614, 27.59055900525767, -1.4083657958142672, 2.556505651682485, -0.7496788823255827, -0.47035749229078405, 2.752656353402824, 0.3393806056385386, 
-25.992458271262333, 1.159625138603436, 2.5720850659642993, -2.669129631881292, 2.4657629342991028, 1.061440908251026, 1.5859444825623756, -5.286542547171534, -4.223183676744598, 27.82032302680527, -1.7659131801805887, 2.6653566028720093, -0.8908465082445801, -0.0723940889742825, 3.041491169670513, 0.3356421271134054, 
-25.55646238544769, 0.9436804390092579, 2.688781805879379, -2.6220906009664877, 2.3710399908770547, 0.7274064509076125, 1.676956085386748, -5.221454015651691, -4.791271208380601, 27.684827486050505, -2.136607751240964, 2.559447252922102, -0.9225603652154449, 0.31673742129603366, 2.9506901043635305, 0.3045826326448182, 
-24.734931693411824, 1.0509176450515831, 2.7196012290617073, -2.858099124435562, 1.9853242877980923, 0.28457046197914243, 1.9098777562883016, -4.911068482588274, -5.390826013033456, 27.52574882443778, -2.603775717165989, 2.6267632896817243, -0.9749123166641187, 0.9030665582537126, 3.172238555367109, 0.060624494656033895, 
